0	0	1
0	20	1
0	40	2
0	60	1
0	80	2
0	100	4
0	120	1
0	140	1
0	260	2
0	280	3
40	0	1
40	20	1
40	40	2
40	60	1
40	80	1
40	100	1
40	120	1
40	140	1
40	160	1
40	260	2
40	280	3
360	0	1
360	20	1
360	40	2
360	60	1
360	80	2
360	100	1
360	120	1
360	140	1
360	260	2
360	280	3
320	0	1
320	20	1
320	40	2
320	60	1
320	80	1
320	100	1
320	120	1
320	140	1
320	160	1
320	260	2
320	280	3
80	60	3
80	80	1
80	100	2
80	120	1
80	140	1
80	160	1
80	180	3
120	0	2
120	20	2
120	80	1
120	100	1
120	120	1
120	140	1
120	160	2
120	180	1
120	200	1
280	60	3
280	80	1
280	100	2
280	120	1
280	140	1
280	160	1
280	180	3
240	0	2
240	20	2
240	80	1
240	100	1
240	120	1
240	140	1
240	160	2
240	180	1
240	200	1
160	0	2
160	20	1
160	40	3
160	100	3
160	120	1
160	140	2
160	160	1
160	180	1
160	200	1
160	220	1
200	0	2
200	20	1
200	40	3
200	100	3
200	120	1
200	140	2
200	160	1
200	180	1
200	200	1
200	220	1
